# schema=FRONTEND_CURRENT_GOVERNED_SCOPE_LEDGER_V1
# h4_base_sha=9cd899a3ad6196e04cdfda21430ed61529abf49a
# laws=HISTORICAL_CLOSURE_LEDGER_IS_IMMUTABLE_V1,CURRENT_GOVERNED_SCOPE_EVOLVES_APPEND_FORWARD_V1
path	state	origin	rationale
frontend/src/api/query-keys.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/render-incremental.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/render-jobs.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/safeApiCall.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/timelineRevision.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/timelineSync.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/workspace.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/app/RootLayout.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/app/routeTree.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/auth/oidcClient.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/auth/oidcConfig.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/components/app-shell/AppShell.tsx	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/components/design-system/index.tsx	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/components/error/ContractErrorFallback.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/components/render-jobs/JobDetail.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/components/render-jobs/JobList.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/config/navigation.ts	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/contracts/app/artifact.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/app/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/app/product.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/app/render-job.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/app/upload.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/dev/safe-preflight-report.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/contracts/shared/primitives.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/editor/EditorPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/editor/captions/CaptionEditor.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/editor/inspector/Inspector.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/editor/playback/PlaybackControls.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/editor/templates/TemplateSelector.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/editor/timeline/Timeline.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/features/upload/upload-mutation.contract.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/commandRegistry.ts	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/effectiveAccess.tsx	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/errors.tsx	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/platformClient.ts	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/projectContext.tsx	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/references.ts	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/surfaceRegistry.ts	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/foundation/telemetry.ts	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/main.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/AdminRenderJobsPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/AdminStorageHealthPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/DevConsolePage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/DevDiagnosticsHubPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/DevIngestPreflightPolicyDiagnosticsPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/DevStorageDeliveryProfileDiagnosticsPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/ObservabilityDashboard.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/RenderJobDashboard.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/SmokeEditorPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/TimelineGitConsolePage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/pages/UserRenderHistoryPage.tsx	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/pages/UserRenderResultDetailPage.tsx	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/query/app/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/app/upload/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/app/upload/useUploadRawMediaMutation.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/app/useArtifacts.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/app/useProducts.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/shared/artifact-access-policy.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/shared/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/query/shared/query-options.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/remotion/player/RemotionPreview.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/render-job/RenderJobsPage.tsx	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/routes/app/AppShell.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/app/renders/ArtifactAccessAction.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/app/renders/RenderResultDetailPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/app/renders/RenderResultsListPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics.route-map.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics/DevDiagnosticsShell.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics/IngestPreflightPolicyDiagnosticsPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics/RetentionDryRunPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics/SafePreflightReportDetailPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics/SafePreflightReportsPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/routes/dev/diagnostics/StorageDeliveryDiagnosticsPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/shared/CapabilitiesPage.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/style.css	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/styles/components.css	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/styles/editor.css	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/styles/foundation.css	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/styles/index.css	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/styles/layout.css	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/styles/theme.css	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/styles/tokens.css	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/surfaces/FoundationPages.tsx	ACTIVE	POST_H4_ADDITION	APPEND_FORWARD_CURRENT_GOVERNED_IDENTITY
frontend/src/test-setup.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/canvas/TimelineCanvas.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/commandEngine.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/commands/AddClipCommand.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/commands/DeleteClipCommand.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/commands/MoveClipCommand.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/commands/TrimClipCommand.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/commands/types.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/components/ClipBlock.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/components/TimelineIntelligencePanel.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/components/TimelineRuler.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/components/TrackView.tsx	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/engine/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/engine/snap.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/engine/timelineEngine.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/hooks/useTimelineInit.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/hooks/useTimelineKeyboard.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/autoLayout.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/conflictResolver.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/suggestionEngine.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/timelineAnalyzer.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/trace/decisionTrace.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/trace/explainer.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/trace/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/trace/intelligenceReplay.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/intelligence/trace/ruleTracker.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/interaction/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/interaction/useClipDrag.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/interaction/useClipTrim.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/model/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/model/timeline.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/timeline/store/timelineStore.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/types/effect-taxonomy.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/types/index.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/types/routing.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/apiError.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/demoProjectFactory.ts	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/utils/demoTimelineFactory.ts	RETIRED	H4_BASELINE	POST_H4_ZERO_USE_RETIREMENT
frontend/src/utils/empty-module.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/i18n.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/mediaProbe.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/openreplay.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/otio.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/sentry.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/subtitleParser.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/tenant.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/timelineExport.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/timelineImport.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/timelinePatchHighlight.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/utils/timelineSyncHash.ts	ACTIVE	H4_BASELINE	CURRENT_GOVERNED_IDENTITY
frontend/src/api/app/asset.gateway.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/api/app/capability.gateway.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/api/app/gateway-error.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/api/app/operation.gateway.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/api/app/timeline-query.gateway.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/api/app/versionless-api.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/canvas/WorkspaceCanvas.tsx	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/canvas/model.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/review/ReviewWorkspace.tsx	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/timeline/NleWorkspace.tsx	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/timeline/SemanticDiff.tsx	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/timeline/editor-state.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/timeline/gateways.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/timeline/testing/mocks.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
frontend/src/product/timeline/types.ts	ACTIVE	POST_H4_ADDITION	POST_H7_CANONICAL_FRONTEND_PRODUCT_SLICE
